,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
585,"255 S 2nd St, Brooklyn, NY 11211, USA",40.7117728,-73.95762909999999,ROOFTOP,ChIJOzvVJuBbwokRhUnWJuyyp6U,subpremise,11211,"255 South 2nd Street, Brooklyn, NY",1,OK
586,"6220 11th Ave, Brooklyn, NY 11219, USA",40.630072,-74.00475899999999,ROOFTOP,ChIJuZLKjTdFwokRO5wc18im7vI,street_address,11219,"6220 11th Avenue, Brooklyn, NY",1,OK
587,"3880 Sedgwick Ave, Bronx, NY 10463, USA",40.882643,-73.8936812,ROOFTOP,ChIJi7hnmaHzwokRy7udk9T-ppA,premise,10463,"3880 Sedgwick Avenue, Bronx, NY",1,OK
588,"5105 Church Ave, Brooklyn, NY 11203, USA",40.6522221,-73.9292061,ROOFTOP,ChIJq3-oOZlcwokRjGCXT6Fid3c,street_address,11203,"5105 Church Avenue, Brooklyn, NY",1,OK
589,"58-10 Myrtle Ave, Ridgewood, NY 11385, USA",40.7003343,-73.9010433,RANGE_INTERPOLATED,Eio1OC0xMCBNeXJ0bGUgQXZlLCBSaWRnZXdvb2QsIE5ZIDExMzg1LCBVU0EiGhIYChQKEgmBiE8nJlzCiRE6KmKq6Jr5WhAK,street_address,11385,"58-10 Myrtle Avenue, Queens, NY",1,OK
590,"85-29 Grand Ave, Elmhurst, NY 11373, USA",40.7356118,-73.88147420000001,RANGE_INTERPOLATED,Eig4NS0yOSBHcmFuZCBBdmUsIEVsbWh1cnN0LCBOWSAxMTM3MywgVVNBIhoSGAoUChIJAfplYVFewokRMK7T3r83jNQQHQ,street_address,11373,"85-29 Grand Avenue, Queens, NY",1,OK
591,"259 Avenue X, Brooklyn, NY 11223, USA",40.5904597,-73.973338,ROOFTOP,ChIJH889zVBEwokRO5ssd8iCpYY,premise,11223,"259 Avenue X, Brooklyn, NY",1,OK
592,"32-17A Beach Channel Dr, Far Rockaway, NY 11691, USA",40.5978995,-73.7661147,ROOFTOP,ChIJ9-s6eKNowokR-GdIMdxgQLM,subpremise,11691,"32-17A Beach Channel Drive, Queens, NY",1,OK
593,"1706 Lexington Ave, New York, NY 10029, USA",40.7928057,-73.9461426,ROOFTOP,ChIJz03DFQP2wokRcIFmaJ_cCV8,premise,10029,"1706 Lexington Avenue, Manhattan, NY",1,OK
594,"4020 Hylan Blvd, Staten Island, NY 10308, USA",40.5414787,-74.1461982,ROOFTOP,ChIJCUDMvspLwokRsKFODdx4xUQ,street_address,10308,"4020 Hylan Boulevard, Staten Island, NY",1,OK
595,"121 St Nicholas Ave, Brooklyn, NY 11237, USA",40.7055014,-73.9178182,ROOFTOP,ChIJCTw2Dh5cwokRpNUX85751G0,premise,11237,"121 St. Nicholas Avenue, Brooklyn, NY",1,OK
596,"922 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6551312,-73.8882703,ROOFTOP,ChIJBftafQJdwokRJxe1sPA2eA4,street_address,11207,"922 Pennsylvania Avenue, Brooklyn, NY",1,OK
597,"1110 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6535699,-73.8872962,GEOMETRIC_CENTER,ChIJCbeCwAJdwokRuRb8kDNArIw,premise,11207,"1110 Pennsylvania Avenue, Brooklyn, NY",1,OK
598,"156-01 Cross Bay Blvd, Jamaica, NY 11414, USA",40.6638075,-73.8405279,ROOFTOP,ChIJA-InbX1nwokRtECQJwpzhRg,premise,11414,"156-01 Cross Bay Boulevard, Queens, NY",1,OK
599,"134-40 Springfield Blvd, Queens, NY 11413, USA",40.6797347,-73.7553703,ROOFTOP,ChIJ1ZfqQ6xmwokRoQxumxSy27I,subpremise,11413,"134-40 Springfield Boulevard, Queens, NY",1,OK
600,"625 Atlantic Ave, Brooklyn, NY 11217, USA",40.6840553,-73.975473,ROOFTOP,ChIJp1dSNq5bwokRceXKqfbyr7U,premise,11217,"625 Atlantic Avenue, Brooklyn, NY",1,OK
601,"31-06 Farrington St, Flushing, NY 11354, USA",40.7688895,-73.8342346,ROOFTOP,ChIJXYe19ANgwokR_JL9f56r8r0,street_address,11354,"31-06 Farrington Street, Queens, NY",1,OK
602,"Parking lot, 92-10 Atlantic Ave, Ozone Park, NY 11416, USA",40.6871551,-73.849809,ROOFTOP,ChIJRZ3FZPpdwokRD3cT5Jx_t6g,subpremise,11416,"92-10 Atlantic Avenue, Queens, NY",1,OK
603,"2965 Cropsey Ave, Brooklyn, NY 11214, USA",40.5827572,-73.9849313,ROOFTOP,ChIJy4L1ZbNFwokRBVXgWXsNwPM,premise,11214,"2965 Cropsey Avenue, Brooklyn, NY",1,OK
604,"2136 Bartow Ave, Bronx, NY 10475, USA",40.8682642,-73.8266056,ROOFTOP,ChIJRZMbA7mMwokRP6NZX9BIRuw,premise,10475,"2136 Bartow Avenue, Bronx, NY",1,OK
605,"961 E 174th St, Bronx, NY 10460, USA",40.8366146,-73.88366719999999,ROOFTOP,ChIJJymMevT0wokRUq2IVDt_8Hs,premise,10460,"961 East 174th Street, Bronx, NY",1,OK
606,"1351 Forest Ave, Staten Island, NY 10302, USA",40.6262299,-74.1355571,ROOFTOP,ChIJi_AH1s9NwokR9Zp9phD7CgM,premise,10302,"1351 Forest Avenue, Staten Island, NY",1,OK
607,"691 Co Op City Blvd, Bronx, NY 10475, USA",40.8807245,-73.8251811,ROOFTOP,ChIJpeUFUtuMwokRwxz0FV8JkOI,premise,10475,"691 Co-Op City Boulevard, Bronx, NY",1,OK
608,"1710 Ave Y, Brooklyn, NY 11235, USA",40.5893913,-73.952055,ROOFTOP,ChIJDVIhwWNEwokRUOIphAqCDgo,premise,11235,"1710 Avenue Y, Brooklyn, NY",1,OK
609,"74-17 Grand Ave, Queens, NY 11373, USA",40.7310745,-73.8871573,ROOFTOP,ChIJUdc4I1hewokR9EUwv4aAceA,subpremise,11373,"74-17 Grand Avenue, Queens, NY",1,OK
610,"70-20 Rockaway Beach Blvd, Arverne, NY 11692, USA",40.5902653,-73.7994473,ROOFTOP,ChIJwfT0Hl5owokRphYg-IzzRsI,premise,11692,"70-20 Rockaway Beach Boulevard, Queens, NY",1,OK
611,"Parking lot, 2754 Hylan Blvd, Staten Island, NY 10306, USA",40.564331,-74.11523290000001,ROOFTOP,ChIJA-m6WFpJwokRh-dud2jIM00,premise,10306,"2754 Hylan Boulevard, Staten Island, NY",1,OK
612,"1067 Coney Island Ave, Brooklyn, NY 11230, USA",40.6315523,-73.9662324,ROOFTOP,ChIJaVYdY8xEwokRyb6ZQQe5DnM,premise,11230,"1067 Coney Island Avenue, Brooklyn, NY",1,OK
613,"312 Ralph Ave, Brooklyn, NY 11233, USA",40.6784957,-73.9218257,ROOFTOP,ChIJm0Fhom9cwokRVT-fxgUmQTk,premise,11233,"312 Ralph Ave, Brooklyn, NY",1,OK
614,"118-06 101st Ave, Jamaica, NY 11419, USA",40.68962450000001,-73.826504,ROOFTOP,ChIJkX9zSExnwokRZ0vmKB6Wqpc,premise,11419,"118-06 101st Avenue, Queens, NY",1,OK
615,"2173c 68th St, Brooklyn, NY 11204, USA",40.6124105,-73.98349139999999,ROOFTOP,ChIJCXU7Gx5FwokR9RXRrlUDTK4,street_address,11204,"2173C 68th Street, Brooklyn, NY",1,OK
616,"2403 2nd Ave, New York, NY 10035, USA",40.80174770000001,-73.9346733,ROOFTOP,ChIJOcuFF-L1wokRr5ATeOVUGns,premise,10035,"2403 2nd Avenue, Manhattan, NY",1,OK
617,"7618 5th Ave, Brooklyn, NY 11209, USA",40.62837409999999,-74.0233458,ROOFTOP,ChIJkwpc6FtFwokRoAx8wBrASW0,premise,11209,"7618 5th Avenue, Brooklyn, NY",1,OK
618,"1262 Madison Ave, New York, NY 10128, USA",40.7837389,-73.95698639999999,ROOFTOP,ChIJ1ca9VqJYwokRPUatXgpQS3E,street_address,10128,"1262 Madison Avenue, Manhattan, NY",1,OK
619,"45 Victory Blvd, Staten Island, NY 10301, USA",40.6380219,-74.0772392,ROOFTOP,ChIJda6RzTJOwokRj9VGXPBCsnA,premise,10301,"45 Victory Boulevard, Staten Island, NY",1,OK
620,"3811 Dyre Ave, Bronx, NY 10466, USA",40.888249,-73.831689,ROOFTOP,ChIJxQqjEteMwokRY8tD05ulwCA,street_address,10466,"3811 Dyre Avenue, Bronx, NY",1,OK
621,"501 W 113th St, New York, NY 10025, USA",40.805201,-73.9627312,ROOFTOP,ChIJe7ROSjz2wokRJrAwBkLK0Ns,premise,10025,"501 West 113th Street, Manhattan, NY",1,OK
622,"110-80 Queens Blvd, Forest Hills, NY 11375, USA",40.7186007,-73.83861739999999,ROOFTOP,ChIJa80ijJ5gwokRa5Ov6f2rqWg,street_address,11375,"110-80 Queens Boulevard, Queens, NY",1,OK
623,"75-21 Myrtle Ave, Flushing, NY 11385, USA",40.702784,-73.87271299999999,ROOFTOP,ChIJCcnYjHZewokRmywD3ny5mJE,street_address,11385,"75-21 Myrtle Avenue, Queens, NY",1,OK
624,"2262 Webster Ave, Bronx, NY 10457, USA",40.8557232,-73.8956102,ROOFTOP,ChIJy_TU-nv0wokR_kEjLdADuyg,street_address,10457,"2262 Webster Avenue, Bronx, NY",1,OK
625,"230 Grand St a1 2, New York, NY 10013, USA",40.7187329,-73.9950844,ROOFTOP,EioyMzAgR3JhbmQgU3QgYTEgMiwgTmV3IFlvcmssIE5ZIDEwMDEzLCBVU0EiIBoeChYKFAoSCVcCh3SIWcKJEZkL8p2saiMsEgRhMSAy,subpremise,10013,"230 Grand Street, Suite A1-2, Manhattan, NY",1,OK
626,"179-14 Union Tpke, Flushing, NY 11366, USA",40.7265425,-73.78858980000001,ROOFTOP,ChIJMbb0TgdhwokR0JsoGF3zJgE,subpremise,11366,"179-14 Union Turnpike, Queens, NY",1,OK
627,"159-13 Hillside Avenue, Queens, NY 11432, USA",40.7080798,-73.80236529999999,ROOFTOP,ChIJ9QwXv91gwokR90yYFvsLpbc,premise,11432,"159-13 Hillside Avenue, Queens, NY",1,OK
628,"5539 Broadway, Bronx, NY 10463, USA",40.87810899999999,-73.90573859999999,ROOFTOP,ChIJUUYYu5bzwokRj7JSELFkOaE,subpremise,10463,"5539 Broadway, Bronx, NY",1,OK
629,"72 Manhattan Ave, Brooklyn, NY 11206, USA",40.7047318,-73.9443008,ROOFTOP,ChIJbzBNhPtbwokRfkPKs6XjDB8,street_address,11206,"72 Manhattan Avenue, Brooklyn, NY",1,OK
630,"172 Bushwick Ave, Brooklyn, NY 11206, USA",40.7097059,-73.9403564,ROOFTOP,ChIJ-_Yxi1VZwokRYIOjqaNUjjs,subpremise,11206,"172 Bushwick Avenue, -, Brooklyn, NY",1,OK
631,"88-22 37th Ave, Jackson Heights, NY 11372, USA",40.7502096,-73.87805000000002,ROOFTOP,ChIJ4TLWWKVfwokR6J8Lqq5CY7s,street_address,11372,"88-22 37th Avenue, Queens, NY",1,OK
632,"12-27 150th St, Whitestone, NY 11357, USA",40.7900138,-73.81400339999999,ROOFTOP,ChIJLal6ypSKwokRKH-t2OJW39g,premise,11357,"12-27 150th Street, Queens, NY",1,OK
633,"257-07 Union Tpke, Glen Oaks, NY 11004, USA",40.7462382,-73.714387,ROOFTOP,ChIJPQMZ329iwokRexUd91e4IWM,street_address,11004,"257-07 Union Turnpike, Queens, NY",1,OK
634,"23-83 37th St, Queens, NY 11105, USA",40.7702609,-73.91153589999999,ROOFTOP,ChIJuTor8GlfwokR321Lx199jr8,street_address,11105,"83-19 37th Street, Queens, NY",1,OK
635,"80-14 Northern Blvd, Jackson Heights, NY 11372, USA",40.7551803,-73.88678449999999,ROOFTOP,ChIJl0TaPKdfwokRGZdZlYZiCzE,subpremise,11372,"80-14 Northern Boulevard, Queens, NY",1,OK
636,"4402 5th Ave, Brooklyn, NY 11220, USA",40.648517,-74.007164,ROOFTOP,ChIJzVn057dawokR_pae9KjzDzc,street_address,11220,"4402 5th Avenue, Brooklyn, NY",1,OK
637,"1 Union Square South, New York, NY 10003, USA",40.734279,-73.9902571,ROOFTOP,ChIJTRKP3ZhZwokRXbSv8DknJ0k,"establishment,premise",10003,"1 Union Square South, Manhattan, NY",1,OK
638,"1 Whitehall St, New York, NY 10004, USA",40.7038046,-74.0128442,ROOFTOP,ChIJaXrmjxNawokRa1Fvm4C0nhg,premise,10004,"1 Whitehall Street, Manhattan, NY",1,OK
639,"100 Broadway, New York, NY 10005, USA",40.7079934,-74.0110538,ROOFTOP,ChIJF5d3Jx9awokRbZOWMX16qeA,premise,10005,"100 Broadway, Manhattan, NY",1,OK
640,"100 Delancey St, New York, NY 10002, USA",40.7189698,-73.9888045,ROOFTOP,ChIJMYZ6K4FZwokREmbT7i2WehY,street_address,10002,"100 Delancey Street, Manhattan, NY",1,OK
641,"100 W 57th St, New York, NY 10019, USA",40.7641081,-73.9776418,ROOFTOP,ChIJ2YFB_vlYwokR62Q_Ly2_EmQ,street_address,10019,"100 West 57th Street, Manhattan, NY",1,OK
642,"103-14 Roosevelt Ave, Corona, NY 11368, USA",40.7494811,-73.8623066,ROOFTOP,ChIJpaO6TcZfwokRvFhl7x5YW6I,street_address,11368,"103-14 Roosevelt Avenue, Queens, NY",1,OK
643,"1040 St Johns Pl, Brooklyn, NY 11213, USA",40.67095370000001,-73.9433758,ROOFTOP,ChIJkeagcoJbwokRNsbp6S8ZK9U,premise,11213,"1040 St. Johns Place, Brooklyn, NY",1,OK
644,"104-25 Queens Blvd, Forest Hills, NY 11375, USA",40.7237425,-73.8480201,RANGE_INTERPOLATED,Ei8xMDQtMjUgUXVlZW5zIEJsdmQsIEZvcmVzdCBIaWxscywgTlkgMTEzNzUsIFVTQSIaEhgKFAoSCbeAitIlXsKJES-s6aGOMOi7EBk,street_address,11375,"104-25 Queens Boulevard, Queens, NY",1,OK
645,"105 Brighton Beach Ave, Brooklyn, NY 11235, USA",40.5766002,-73.96768829999999,ROOFTOP,ChIJUUlrD0dEwokRu2Ds9KwqSzA,street_address,11235,"105 Brighton Beach Avenue, Brooklyn, NY",1,OK
646,"1052 1st Ave., New York, NY 10022, USA",40.758522,-73.96248659999999,ROOFTOP,ChIJoafN4eZYwokRn49PFsGHmHI,street_address,10022,"1052 1st Avenue, Manhattan, NY",1,OK
647,"10640 Rockaway Beach Blvd, Rockaway Park, NY 11694, USA",40.5825249,-73.82890739999999,ROOFTOP,ChIJdz86NDBowokR2mWmT4Zv6RE,premise,11694,"106-40 Rockaway Beach Boulevard, Queens, NY",1,OK
648,"1091 Lexington Ave, New York, NY 10075, USA",40.773369,-73.9598692,ROOFTOP,ChIJVarvYpVYwokRPUzeqRvz8FQ,street_address,10075,"1091 Lexington Avenue, Manhattan, NY",1,OK
649,"109-62 Francis Lewis Blvd, Queens Village, NY 11429, USA",40.7069489,-73.7511955,RANGE_INTERPOLATED,EjgxMDktNjIgRnJhbmNpcyBMZXdpcyBCbHZkLCBRdWVlbnMgVmlsbGFnZSwgTlkgMTE0MjksIFVTQSIaEhgKFAoSCZ3Fdn5hYcKJEf4mvsSK8IteED4,street_address,11429,"109-62 Francis Lewis Boulevard, Queens, NY",1,OK
650,"110-88 Queens Blvd, Queens, NY 11375, USA",40.7184402,-73.8381986,ROOFTOP,ChIJy4u3kp5gwokROZcrTKcCcWk,premise,11375,"110-88 Queens Boulevard, Queens, NY",1,OK
651,"1111 3rd Ave, New York, NY 10065, USA",40.7654682,-73.96340169999999,ROOFTOP,ChIJjxnCB-lYwokRrfNEsmLbiGo,street_address,10065,"1111 3rd Avenue, Manhattan, NY",1,OK
652,"1111 Granville Payne Ave, Brooklyn, NY 11207, USA",40.6540173,-73.8866604,ROOFTOP,ChIJBafY5QJdwokR0IhO8Bp-T2w,premise,11207,"1111 Pennsylvania Avenue, Brooklyn, NY",1,OK
653,"114 Beverley Rd, Brooklyn, NY 11218, USA",40.642621,-73.9788937,ROOFTOP,ChIJKfLWGSlbwokRNjJ3FE-12cY,premise,11218,"114 Beverley Road, Brooklyn, NY",1,OK
654,"11602 Beach Channel Dr, Queens, NY 11694, USA",40.5821253,-73.8384603,ROOFTOP,ChIJ_bG3cylowokRii5DaoFXRe8,premise,11694,"116-02 Beach Channel Drive, Queens, NY",1,OK
655,"119-2 Rockaway Blvd, South Ozone Park, NY 11420, USA",40.6755477,-73.81924959999999,RANGE_INTERPOLATED,EjQxMTktMiBSb2NrYXdheSBCbHZkLCBTb3V0aCBPem9uZSBQYXJrLCBOWSAxMTQyMCwgVVNBIhoSGAoUChIJkXd_mEBnwokR9PeFugK6bn4QAg,street_address,11420,"119-02 Rockaway Boulevard, Queens, NY",1,OK
656,"1191 2nd Ave, New York, NY 10065, USA",40.7631075,-73.9630738,ROOFTOP,ChIJrRbcjehYwokRgSuzzlVkcMg,street_address,10065,"1191 2nd Avenue, Manhattan, NY",1,OK
657,"119-10 Liberty Ave, South Richmond Hill, NY 11419, USA",40.6862234,-73.8236318,RANGE_INTERPOLATED,EjYxMTktMTAgTGliZXJ0eSBBdmUsIFNvdXRoIFJpY2htb25kIEhpbGwsIE5ZIDExNDE5LCBVU0EiGhIYChQKEgk9sdg2SWfCiRGqVMwNRRhsixAK,street_address,11419,"119-10 Liberty Avenue, Queens, NY",1,OK
658,"120 Court St, Brooklyn, NY 11201, USA",40.6899987,-73.9924994,ROOFTOP,ChIJjcUTBk9awokR5tYYYDz_DN4,premise,11201,"120 Court Street, Brooklyn, NY",1,OK
659,"122 E 42nd St, New York, NY 10168, USA",40.7513991,-73.9763861,ROOFTOP,ChIJd1YVzgNZwokRwIK13yIJzO4,street_address,10168,"122 East 42nd Street, Manhattan, NY",1,OK
660,"1227 Forest Ave, Staten Island, NY 10310, USA",40.6265594,-74.1310153,ROOFTOP,ChIJRT81udBNwokR4LFGwbzkWNM,premise,10310,"1227 Forest Avenue, Staten Island, NY",1,OK
661,"1231 Madison Ave, New York, NY 10128, USA",40.7825136,-73.9573556,ROOFTOP,ChIJWeOR6KJYwokRvl4YwsJAkK8,street_address,10128,"1231 Madison Avenue, Manhattan, NY",1,OK
662,"1235 Lexington Ave, New York, NY 10028, USA",40.777935,-73.956397,ROOFTOP,ChIJS0aMUrxYwokRIx-4ujk7yL8,street_address,10028,"1235 Lexington Avenue, Manhattan, NY",1,OK
663,"125 3rd Ave, New York, NY 10003, USA",40.733367,-73.9867081,ROOFTOP,ChIJ4_i24p5ZwokRgbsG9U-MmWQ,street_address,10003,"125 3rd Avenue, Manhattan, NY",1,OK
664,"1251 6th Ave, New York, NY 10020, USA",40.7600252,-73.98164140000002,ROOFTOP,ChIJo1_H0vhYwokRz4SmJLEAPxs,street_address,10020,"1251 Avenue Of The Americas, Manhattan, NY",2,OK
665,"127-4 Guy R Brewer Blvd, Jamaica, NY 11434, USA",40.678131,-73.77933829999999,RANGE_INTERPOLATED,Ei8xMjctNCBHdXkgUiBCcmV3ZXIgQmx2ZCwgSmFtYWljYSwgTlkgMTE0MzQsIFVTQSIaEhgKFAoSCf26PBLPZsKJETViplOm7Ej0EAQ,street_address,11434,"127-04 Guy R Brewer Boulevard, Queens, NY",1,OK
666,"1281 Fulton St, Brooklyn, NY 11216, USA",40.6805095,-73.95023549999999,ROOFTOP,ChIJO7Y8j5pbwokRB0CfucVCzzc,premise,11216,"1281 Fulton Street, Brooklyn, NY",1,OK
667,"13250 Metropolitan Ave, Richmond Hill, NY 11418, USA",40.7026127,-73.8185945,ROOFTOP,ChIJu_G0CLhgwokR5L_7v2S4D50,street_address,11418,"132-50 Metropolitan Avenue, Queens, NY",1,OK
668,"1328 2nd Ave, New York, NY 10021, USA",40.7676405,-73.95889749999999,ROOFTOP,ChIJ2djq58FYwokRYPVWKL71BXM,street_address,10021,"1328 2nd Avenue, Manhattan, NY",1,OK
669,"133 Dyckman St, New York, NY 10040, USA",40.8632125,-73.92538290000002,ROOFTOP,ChIJ0YvozAf0wokR7NmfHwckiZw,street_address,10040,"133 Dyckman Street, Manhattan, NY",1,OK
670,"135 E 125th St, New York, NY 10035, USA",40.8047177,-73.93740679999999,ROOFTOP,ChIJRf8UQgr2wokRziTqDYtOAls,street_address,10035,"135 East 125th Street, Manhattan, NY",1,OK
671,"1350 Broadway, New York, NY 10018, USA",40.7510892,-73.9873064,ROOFTOP,ChIJ-UMx3qtZwokRclwBZN7AwYY,street_address,10018,"1350 Broadway, Manhattan, NY",1,OK
672,"1352 1st Ave., New York, NY 10021, USA",40.7679707,-73.9554388,ROOFTOP,ChIJS51rGcFYwokRvLWCVsKQccQ,street_address,10021,"1352 1st Avenue, Manhattan, NY",1,OK
673,"136-2 Roosevelt Ave, Flushing, NY 11354, USA",40.75942010000001,-73.82970120000002,RANGE_INTERPOLATED,EiwxMzYtMiBSb29zZXZlbHQgQXZlLCBGbHVzaGluZywgTlkgMTEzNTQsIFVTQSIaEhgKFAoSCan6oM8RYMKJEYTFC9Hj5Kr_EAI,street_address,11354,"136-02 Roosevelt Avenue, Queens, NY",1,OK
674,"1366 Broadway, Brooklyn, NY 11221, USA",40.6892605,-73.9221584,ROOFTOP,ChIJM4jY8BJcwokRhP6VzNMd_Iw,premise,11221,"1366 Broadway, Brooklyn, NY",1,OK
675,"1371 Metropolitan Ave, Bronx, NY 10462, USA",40.8350829,-73.8615073,ROOFTOP,ChIJoWBZ7MD0wokRzdiOQbqQWDE,street_address,10462,"1371 Metropolitan Avenue, Bronx, NY",1,OK
676,"1401 College Point Blvd, Queens, NY 11356, USA",40.785216,-73.84553609999999,ROOFTOP,ChIJ74xTj031wokRXa_9EQLygm0,premise,11356,"14-01 College Point Boulevard, Queens, NY",1,OK
677,"1409 Avenue J, Brooklyn, NY 11230, USA",40.62541830000001,-73.9620166,ROOFTOP,ChIJiSzFWchEwokRylBiPpKKtfQ,premise,11230,"1409 Avenue J, Brooklyn, NY",1,OK
678,"1419 Newkirk Ave, Brooklyn, NY 11226, USA",40.6356456,-73.9636725,ROOFTOP,ChIJ__xTkjRbwokRQJFZHPPwTbk,premise,11226,"1419 Newkirk Ave, Brooklyn, NY",1,OK
679,"1430 Broadway, New York, NY 10018, USA",40.7539398,-73.9865382,ROOFTOP,ChIJbaCjG6tZwokRx5-T2rEe62Q,premise,10018,"1430 Broadway, Manhattan, NY",1,OK
680,"145 4th Ave, New York, NY 10003, USA",40.7341707,-73.9896761,ROOFTOP,ChIJCQoy2JhZwokRHcFw11PAl1Q,street_address,10003,"145 4th Avenue, Manhattan, NY",2,OK
681,"1490 Madison Ave, New York, NY 10029, USA",40.7914059,-73.9515498,ROOFTOP,ChIJ4zhqvh32wokR0hfzIt0FCfs,premise,10029,"1490 Madison Avenue, Manhattan, NY",1,OK
682,"149-28 14th Ave, Whitestone, NY 11357, USA",40.78824789999999,-73.8154632,RANGE_INTERPOLATED,EioxNDktMjggMTR0aCBBdmUsIFdoaXRlc3RvbmUsIE5ZIDExMzU3LCBVU0EiGhIYChQKEgmTvlQClYrCiRFiT9DiRf1zBBAc,street_address,11357,"149-28 14th Avenue, Queens, NY",1,OK
683,"1498 York Ave, New York, NY 10075, USA",40.7716735,-73.94992239999999,ROOFTOP,ChIJjVgvQ7hYwokRUBz5RpVmBr0,street_address,10075,"1498 York Avenue, Manhattan, NY",1,OK
684,"1517 Cortelyou Rd, Brooklyn, NY 11226, USA",40.6417813,-73.9638562,ROOFTOP,ChIJlam_FzdbwokRCYmYzZMmX6k,premise,11226,"1517 Cortelyou Road, Brooklyn, NY",1,OK
685,"1524 2nd Ave, New York, NY 10075, USA",40.7734439,-73.9545203,ROOFTOP,ChIJ62oh2r5YwokRGsqnbwfrFqU,street_address,10075,"1524 2nd Avenue, Manhattan, NY",1,OK
686,,,,,,,,"1532 86th Street,#34, Brooklyn, NY",0,REQUEST_DENIED
687,"15345 Cross Island Pkwy, Whitestone, NY 11357, USA",40.7885567,-73.80946589999999,ROOFTOP,ChIJFctq35KKwokRBMdBXvaLnlE,street_address,11357,"153-45 Cross Island Pkwy, Queens, NY",1,OK
688,"155 E 34th St, New York, NY 10016, USA",40.746232,-73.978689,ROOFTOP,ChIJ2X70aQZZwokRhFZJgh4Cuxc,premise,10016,"155 East 34th Street, Manhattan, NY",1,OK
689,"1551 Richmond Ave, Staten Island, NY 10314, USA",40.61001,-74.1595174,ROOFTOP,ChIJ0WNwzFpMwokRFnYxn9lIhlA,premise,10314,"1551 Richmond Avenue, Staten Island, NY",1,OK
690,"1559 Flatbush Ave, Brooklyn, NY 11210, USA",40.6327547,-73.94714139999999,ROOFTOP,ChIJZy2lmVJbwokRJmIoQSK8vqk,premise,11210,"1559 Flatbush Avenue, Brooklyn, NY",1,OK
691,"159-34 Jamaica Ave, Jamaica, NY 11432, USA",40.7034048,-73.7992742,ROOFTOP,ChIJlxC2QdlgwokR7nCd2Ul8fUo,street_address,11432,"159-34 Jamaica Avenue, Queens, NY",1,OK
692,"16 Court St, Brooklyn, NY 11241, USA",40.6936215,-73.99085989999999,ROOFTOP,ChIJ9xQQEUlawokRQl5_AB4W4oQ,premise,11241,"16 Court Street, Brooklyn, NY",1,OK
693,"160-40 Cross Bay Blvd, Far Rockaway, NY 11693, USA",40.6567268,-73.8396479,RANGE_INTERPOLATED,EjIxNjAtNDAgQ3Jvc3MgQmF5IEJsdmQsIEZhciBSb2NrYXdheSwgTlkgMTE2OTMsIFVTQSIaEhgKFAoSCbW0dqR_Z8KJEZE4aJvFAqVlECg,street_address,11693,"160-40 Cross Bay Boulevard, Queens, NY",1,OK
694,"1612 Westchester Ave, Bronx, NY 10472, USA",40.829061,-73.8750309,ROOFTOP,ChIJHwovm-_0wokRucXFZ-gf0ss,premise,10472,"1612 Westchester Avenue, Bronx, NY",1,OK
695,"162-19 Hillside Avenue, Jamaica, NY 11432, USA",40.7088748,-73.7997438,ROOFTOP,ChIJN0hvG95gwokRM13l2ILKp6I,premise,11432,"162-19 Hillside Ave, Queens, NY",1,OK
696,"164 Kent Ave, Brooklyn, NY 11249, USA",40.7190994,-73.9633208,ROOFTOP,ChIJd0nR52ZZwokRoTJGXaOlgGA,street_address,11249,"164 Kent Avenue, Brooklyn, NY",1,OK
697,"1675 3rd Ave, New York, NY 10128, USA",40.783431,-73.949713,ROOFTOP,ChIJgevLxaVYwokRltH6pnvyoG0,premise,10128,"1675 3rd Avenue, Manhattan, NY",1,OK
698,"17 John St, New York, NY 10038, USA",40.7099702,-74.0087412,ROOFTOP,ChIJOQVGJRhawokRW7mkg4xO7pI,premise,10038,"17 John Street, Manhattan, NY",1,OK
699,"1710 Crosby Ave, Bronx, NY 10461, USA",40.8458833,-73.8311086,ROOFTOP,ChIJ_zI1vFCLwokRmegd_af7Tmk,premise,10461,"1710 Crosby Avenue, Bronx, NY",1,OK
700,"1720 Kings Hwy, Brooklyn, NY 11229, USA",40.6095421,-73.95579409999999,ROOFTOP,ChIJM8bERJREwokRBNdK9ZdjvpA,street_address,11229,"1720 Kings Highway, Brooklyn, NY",1,OK
701,"17506 Hillside Avenue, Jamaica, NY 11432, USA",40.711195,-73.78726850000001,ROOFTOP,ChIJBWWnaxlhwokRyVC4zJTm4q8,premise,11432,"175-06 Hillside Avenue, Queens, NY",1,OK
702,"1759 Hylan Blvd, Staten Island, NY 10305, USA",40.5863534,-74.09284149999999,ROOFTOP,ChIJCx0MasROwokRaPS0K5VOkxo,premise,10305,"1759 Hylan Boulevard, Staten Island, NY",1,OK
703,"180 W 20th St, New York, NY 10011, USA",40.7417607,-73.9970059,ROOFTOP,ChIJqZkhm7xZwokRL1Kgx8AHFkM,premise,10011,"180 West 20th Street, Manhattan, NY",1,OK
704,"1820 Williamsbridge Rd, Bronx, NY 10461, USA",40.85077099999999,-73.85123329999999,ROOFTOP,ChIJPy-B3Kj0wokR0V0bDj-reyA,subpremise,10461,"1820 Williamsbridge Road, Bronx, NY",1,OK
