,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
894,"221-16 Union Tpke, Queens, NY 11364, USA",40.735139,-73.7488824,ROOFTOP,ChIJg-gawolhwokRoeniGHHKL60,premise,11364,"221-16 Union Turnpike, Queens, NY",1,OK
895,"302 E 72nd St, New York, NY 10021, USA",40.7685767,-73.9582004,ROOFTOP,ChIJY3VWysFYwokRPTP7WxGU-g8,street_address,10021,"302 East 72nd Street, Manhattan, NY",1,OK
896,"110 E 55th St 16th Floor, New York, NY 10022, USA",40.7598893,-73.9711761,ROOFTOP,ChIJMdtey-RYwokRIjG6KeqmXk0,subpremise,10022,"110 East 55th Street, 16th Floor, Manhattan, NY",1,OK
897,"706 Banner Ave 1st floor, Brooklyn, NY 11235, USA",40.583165,-73.96110039999999,ROOFTOP,EjE3MDYgQmFubmVyIEF2ZSAxc3QgZmxvb3IsIEJyb29rbHluLCBOWSAxMTIzNSwgVVNBIiUaIwoWChQKEgltCdrHQkTCiRF6iS-vXMOUwhIJMXN0IGZsb29y,subpremise,11235,"706 Banner Avenue, 1st floor, Brooklyn, NY",1,OK
898,"1199 Ocean Ave, Brooklyn, NY 11230, USA",40.6331528,-73.9574652,ROOFTOP,ChIJNQEVz0pbwokRRc45zcoH8ns,premise,11230,"1199 Ocean Avenue, Brooklyn, NY",1,OK
899,"2412 Church Ave, Brooklyn, NY 11226, USA",40.6504294,-73.95538669999999,ROOFTOP,ChIJzQwvoUFbwokR8Z9GMT_FtQs,street_address,11226,"2412 Church Avenue, Brooklyn, NY",1,OK
900,"4250 Broadway #1c, New York, NY 10033, USA",40.8498689,-73.9356573,ROOFTOP,Eio0MjUwIEJyb2Fkd2F5ICMxYywgTmV3IFlvcmssIE5ZIDEwMDMzLCBVU0EiHhocChYKFAoSCb0vIywe9MKJEdMIg2pFCalqEgIxYw,subpremise,10033,"4250 Broadway, Suite 1C, Manhattan, NY",1,OK
901,"253 E 142nd St, Bronx, NY 10451, USA",40.8148972,-73.9250879,ROOFTOP,ChIJ90yft9r1wokRmhTlu3Cvl2o,street_address,10451,"253 East 142nd Street, Bronx, NY",1,OK
902,"871 Prospect Ave, Bronx, NY 10459, USA",40.8206509,-73.9015154,ROOFTOP,ChIJs6glkLL1wokRhR6pkaQ-WDo,premise,10459,"871 Prospect Avenue, Bronx, NY",1,OK
903,"890 Prospect Ave, Bronx, NY 10459, USA",40.8206564,-73.9009081,ROOFTOP,ChIJ27I2g7L1wokR4GKuQdOiPzY,premise,10459,"890 Prospect Avenue, Bronx, NY",1,OK
904,"1250 Shakespeare Ave, Bronx, NY 10452, USA",40.83844089999999,-73.92287139999999,ROOFTOP,ChIJ7cWfIjv0wokRbasVNdWarO8,premise,10452,"1250 Shakespeare Avenue, Bronx, NY",1,OK
905,"1265 Franklin Ave, Bronx, NY 10456, USA",40.8312294,-73.90308519999999,ROOFTOP,ChIJ9zDwok_0wokRtCxL62sWIRg,premise,10456,"1265 Franklin Avenue, Bronx, NY",1,OK
906,"199 E Mt Eden Ave, Bronx, NY 10452, USA",40.8432087,-73.9097657,ROOFTOP,ChIJ55Yc2HL1wokRE-SF5_z5Dbo,street_address,10452,"199 Mt. Eden Avenue, Bronx, NY",1,OK
907,"1650 Grand Concourse, Bronx, NY 10457, USA",40.8434675,-73.9110798,ROOFTOP,ChIJx1hLHkD0wokRuYZAJkydqVQ,premise,10457,"1650 Grand Concourse, Bronx, NY",1,OK
908,"1285 Fulton Ave, Bronx, NY 10456, USA",40.8321771,-73.9038783,ROOFTOP,ChIJP1nIeU_0wokR4wSNVXfBCT8,premise,10456,"1285 Fulton Avenue, Bronx, NY",1,OK
909,"1130 Grand Concourse, Bronx, NY 10456, USA",40.8326862,-73.9187597,ROOFTOP,ChIJr3S41jD0wokRXsWbtCJ_BRk,premise,10456,"1130 Grand Concourse, Bronx, NY",1,OK
910,"8210 18th Ave, Brooklyn, NY 11214, USA",40.6092618,-74.00039,ROOFTOP,ChIJCwJH_hFFwokRGnZ3TRaEQL4,street_address,11214,"8210 18th Avenue, Brooklyn, NY",1,OK
911,"210 Montrose Ave 1st floor, Brooklyn, NY 11206, USA",40.7073508,-73.9407847,ROOFTOP,EjMyMTAgTW9udHJvc2UgQXZlIDFzdCBmbG9vciwgQnJvb2tseW4sIE5ZIDExMjA2LCBVU0EiJRojChYKFAoSCUH69mP-W8KJEQp6sPGfWu_1Egkxc3QgZmxvb3I,subpremise,11206,"210 Montrose Avenue, 1st floor, Brooklyn, NY",1,OK
912,"650 Fulton St, Brooklyn, NY 11217, USA",40.6867419,-73.9761618,ROOFTOP,ChIJ8ZmckLFbwokRWRa6K29C8W4,premise,11217,"650 Fulton Street, Brooklyn, NY",1,OK
913,"408 Jay St suite 500, Brooklyn, NY 11201, USA",40.691868,-73.98751519999999,ROOFTOP,ChIJ_ytr80tawokR-HDzIVWJKXU,subpremise,11201,"408 Jay Street, Suite 500, Brooklyn, NY",1,OK
914,"41 Elizabeth St Suite 600, New York, NY 10013, USA",40.7170283,-73.99696519999999,ROOFTOP,ChIJGRVihSdawokRPzmg4w45diA,subpremise,10013,"41 Elizabeth St, Suite 600, Manhattan, NY",1,OK
915,"117-06 225th St, Queens, NY 11411, USA",40.6936447,-73.7360044,ROOFTOP,ChIJ8THUYe9jwokRryguO0kjupQ,subpremise,11411,"117-06 225th Street, Queens, NY",1,OK
916,"650 E 226th St #1, Bronx, NY 10466, USA",40.8888834,-73.8618231,ROOFTOP,Eic2NTAgRSAyMjZ0aCBTdCAjMSwgQnJvbngsIE5ZIDEwNDY2LCBVU0EiHRobChYKFAoSCecCw68j88KJEeqEDewbtl9dEgEx,subpremise,10466,"650 E 226th Street, Suite 1, Bronx, NY",1,OK
917,"142-42 41st Ave, Flushing, NY 11355, USA",40.7596122,-73.82442879999999,ROOFTOP,ChIJ12mC1RBgwokRKfMCwZNevLk,street_address,11355,"142-42A 41st Avenue, Queens, NY",1,OK
918,"2940 Grand Concourse 1a 1b, Bronx, NY 10458, USA",40.871616,-73.8877785,ROOFTOP,EjAyOTQwIEdyYW5kIENvbmNvdXJzZSAxYSAxYiwgQnJvbngsIE5ZIDEwNDU4LCBVU0EiIRofChYKFAoSCefEGsZ388KJERtx9Y7kaZF6EgUxYSAxYg,subpremise,10458,"2940 Grand Concourse, Unit 1A-1B, Bronx, NY",1,OK
919,"2370 Coney Island Ave, Brooklyn, NY 11223, USA",40.5991374,-73.961499,ROOFTOP,ChIJtZEUY_NEwokRkmzU-LhPdak,premise,11223,"2370 Coney Island Avenue, Brooklyn, NY",1,OK
920,"626 Sheepshead Bay Rd, Brooklyn, NY 11224, USA",40.57886,-73.9753506,ROOFTOP,ChIJfUOCEklEwokRvXscx54uJTw,street_address,11224,"626 Sheepsheadbay Road, Brooklyn, NY",1,OK
921,"1811 Avenue J, Brooklyn, NY 11230, USA",40.625752,-73.95813930000001,ROOFTOP,ChIJ1T_eNbZEwokRymdChp7EOyc,premise,11230,"1811 Avenue J, Brooklyn, NY",1,OK
922,"1203 Elton St, Brooklyn, NY 11239, USA",40.6551179,-73.87276849999999,ROOFTOP,ChIJKUnNyg5dwokRQMF9H49nCNI,premise,11239,"1203 Elton Street, Brooklyn, NY",1,OK
923,"61-22 Fresh Pond Rd, Flushing, NY 11379, USA",40.7138242,-73.9015817,ROOFTOP,ChIJfzD7B5BewokRTUXbjrMGEC0,street_address,11379,"61-22 Fresh Pond Road, Queens, NY",1,OK
924,"1560 Grand Concourse Suite 102, Bronx, NY 10457, USA",40.8422075,-73.9116331,ROOFTOP,ChIJI3a-bUD0wokRnSpUXYfJ6SY,subpremise,10457,"1560 Grand Concourse, Suite 102, Bronx, NY",1,OK
925,"2882 W 15th St, Brooklyn, NY 11224, USA",40.577153,-73.98306,ROOFTOP,ChIJYWLYVLVFwokR7a6J2VZvUIc,subpremise,11224,"2882 West 15th Street, Brooklyn, NY",1,OK
926,"210 E 47th St #1a, New York, NY 10017, USA",40.7535482,-73.971685,ROOFTOP,EioyMTAgRSA0N3RoIFN0ICMxYSwgTmV3IFlvcmssIE5ZIDEwMDE3LCBVU0EiHhocChYKFAoSCfcxDVb9WMKJEdwkSjYaQYZmEgIxYQ,subpremise,10017,"210 E 47th Street, 1A, Manhattan, NY",1,OK
927,"2-24 Beach 20th St, Far Rockaway, NY 11691, USA",40.596026,-73.75381999999999,ROOFTOP,ChIJddIbf65owokREe8k37RlqnA,street_address,11691,"2-24 Beach 20th Street, Queens, NY",1,OK
928,"227-19 Merrick Blvd, Laurelton, NY 11413, USA",40.6769985,-73.7422216,ROOFTOP,ChIJ5XaVTgFkwokR8Qep5G-GoDI,subpremise,11413,"227-19 Merrick Blvd, Queens, NY",1,OK
929,"710 Courtlandt Ave, Bronx, NY 10451, USA",40.8203539,-73.91754259999999,ROOFTOP,ChIJP41G5cv1wokRXTPXwHJWQE8,premise,10451,"710 Courtlandt Avenue, Bronx, NY",1,OK
930,"28-02 Crescent St, Queens, NY 11102, USA",40.7698109,-73.92432819999999,ROOFTOP,ChIJY_6VnUhfwokRy2FjdEi82Aw,street_address,11102,"28-02 Crescent Street, Queens, NY",1,OK
931,"3410 Broadway 2nd Floor, New York, NY 10031, USA",40.822226,-73.953137,ROOFTOP,EjAzNDEwIEJyb2Fkd2F5IDJuZCBGbG9vciwgTmV3IFlvcmssIE5ZIDEwMDMxLCBVU0EiJRojChYKFAoSCWEfwNNl9sKJEVad_UBk98kNEgkybmQgRmxvb3I,subpremise,10031,"3410 Broadway, 2nd Floor, Manhattan, NY",1,OK
932,"3671 Broadway, New York, NY 10031, USA",40.8308231,-73.9478762,ROOFTOP,ChIJCfrrd4j2wokRWesyW9U09c4,premise,10031,"3671 Broadway, Manhattan, NY",1,OK
933,"423 E 138th St 1st Floor, Bronx, NY 10454, USA",40.8089129,-73.9217457,ROOFTOP,Ei40MjMgRSAxMzh0aCBTdCAxc3QgRmxvb3IsIEJyb254LCBOWSAxMDQ1NCwgVVNBIiUaIwoWChQKEglrV-YPw_XCiREQEbTvBdPlERIJMXN0IEZsb29y,subpremise,10454,"423 East 138th Street, 1st Floor, Bronx, NY",1,OK
934,"565 W 125th St, New York, NY 10027, USA",40.8153869,-73.9576342,ROOFTOP,ChIJIwY3IWr2wokRLwaeppM16mE,premise,10027,"565 West 125th Street, Manhattan, NY",1,OK
935,"6008 Junction Blvd, Queens, NY 11373, USA",40.7343804,-73.8649046,ROOFTOP,ChIJ94iu8zVewokRQkbIG53w3QM,street_address,11373,"6008 Junction Boulevard, Queens, NY",1,OK
936,"814 E 156th St, Bronx, NY 10455, USA",40.8173669,-73.9039013,ROOFTOP,ChIJy9sNebH1wokR-m7-5L7yNxI,premise,10455,"814 East 156th Street, Bronx, NY",1,OK
937,"236 Broadway, Brooklyn, NY 11211, USA",40.7088859,-73.96018269999999,ROOFTOP,ChIJI2auPN5bwokRMvISpkeIM0U,premise,11211,"236 Broadway, Brooklyn, NY",1,OK
938,"320 E 204th St, Bronx, NY 10467, USA",40.8724788,-73.87844079999999,ROOFTOP,ChIJbeGW63HzwokROfX5_2Rcy64,street_address,10467,"320 East 204th Street, Bronx, NY",1,OK
939,"2361 Nostrand Ave. #101, Brooklyn, NY 11210, USA",40.6272223,-73.9467847,ROOFTOP,EjAyMzYxIE5vc3RyYW5kIEF2ZS4gIzEwMSwgQnJvb2tseW4sIE5ZIDExMjEwLCBVU0EiHxodChYKFAoSCfldhe6tRMKJEcjohNH8A2yWEgMxMDE,subpremise,11210,"2361 Nostrand Avenue, Suite 101, Brooklyn, NY",1,OK
940,"262 E 174th St, Bronx, NY 10457, USA",40.8444942,-73.90599809999999,ROOFTOP,ChIJe7Vfjmn0wokRDxVyZg9ILrM,premise,10457,"262-4 East 174th Street, Bronx, NY",1,OK
941,"352 Thomas S Boyland St, Brooklyn, NY 11233, USA",40.6722498,-73.914374,ROOFTOP,ChIJVfUpPGdcwokRsVc0CoUx5X8,premise,11233,"352 Thomas S Boyland Street, Brooklyn, NY",1,OK
942,"3514 Mermaid Ave, Brooklyn, NY 11224, USA",40.5746148,-74.0009541,ROOFTOP,ChIJBb7hVcFFwokRpY8ZFnwLdy4,premise,11224,"3514 Mermaid Avenue, Brooklyn, NY",1,OK
943,"1180 E 92nd St, Brooklyn, NY 11236, USA",40.6406547,-73.90453289999999,ROOFTOP,ChIJm3Lhj8NcwokRZuhFSA3BMoQ,premise,11236,"1180 East 92nd Street, Brooklyn, NY",1,OK
944,"175-67 Hillside Avenue, Jamaica, NY 11432, USA",40.7124482,-73.7857168,ROOFTOP,ChIJJVoaLBphwokRvob-d9CAtoc,street_address,11432,"175-67 Hillside Ave, Queens, NY",1,OK
945,"538 E Fordham Rd 1st Floor, Bronx, NY 10458, USA",40.8592895,-73.88712579999999,ROOFTOP,EjA1MzggRSBGb3JkaGFtIFJkIDFzdCBGbG9vciwgQnJvbngsIE5ZIDEwNDU4LCBVU0EiJRojChYKFAoSCTlhWCOA9MKJEeVL6jQB0hQzEgkxc3QgRmxvb3I,subpremise,10458,"538 East Fordham Rd, 1st Floor, Bronx, NY",1,OK
946,"136-68 Roosevelt Ave #4b, Flushing, NY 11354, USA",40.7600084,-73.8277032,ROOFTOP,EjExMzYtNjggUm9vc2V2ZWx0IEF2ZSAjNGIsIEZsdXNoaW5nLCBOWSAxMTM1NCwgVVNBIh4aHAoWChQKEgn1c8GsEWDCiRE9j3vSCjFL3hICNGI,subpremise,11354,"136-68 Roosevelt Avenue, STE 4B, Queens, NY",1,OK
947,"1797 Pitkin Ave 2ND FLOOR, Brooklyn, NY 11212, USA",40.6705873,-73.9067408,ROOFTOP,ChIJ7c-uB1xcwokRFuhS588S2jU,subpremise,11212,"1797 Pitkin Avenue, 2nd Floor, Brooklyn, NY",1,OK
948,"65 Broadway Suite 1806, New York, NY 10006, USA",40.70728709999999,-74.01247479999999,ROOFTOP,ChIJifjBKhFawokRycVU8PZv-jU,subpremise,10006,"65 Broadway, Suite 1806, Manhattan, NY",1,OK
949,"3018 Colden Ave, Bronx, NY 10469, USA",40.8702311,-73.8591929,ROOFTOP,ChIJ1UKDBkTzwokRZw7gZs-2sZg,premise,10469,"3018 Colden Avenue, Bronx, NY",1,OK
950,"3000 Ocean Pkwy l1, Brooklyn, NY 11235, USA",40.5775368,-73.9688224,ROOFTOP,ChIJC0YYU0ZEwokRkmgCswmn3ms,subpremise,11235,"3000 Ocean Parkway, Suite L1, Brooklyn, NY",1,OK
951,"8214 18th Ave, Brooklyn, NY 11214, USA",40.6092252,-74.00060979999999,ROOFTOP,ChIJs838_xFFwokRALo5yr5_Z2g,premise,11214,"8214 18th Avenue, Brooklyn, NY",1,OK
952,"69-27 164th St 1st Floor, Flushing, NY 11365, USA",40.7322381,-73.8046632,ROOFTOP,EjE2OS0yNyAxNjR0aCBTdCAxc3QgRmxvb3IsIEZsdXNoaW5nLCBOWSAxMTM2NSwgVVNBIiUaIwoWChQKEglPUqsJV2DCiRGZhT3xqEB_IBIJMXN0IEZsb29y,subpremise,11365,"69-27 164th Street, 1st Floor, Queens, NY",1,OK
953,"38-08 Union St #5a, Flushing, NY 11354, USA",40.7611905,-73.82775649999999,ROOFTOP,EiszOC0wOCBVbmlvbiBTdCAjNWEsIEZsdXNoaW5nLCBOWSAxMTM1NCwgVVNBIh4aHAoWChQKEgmF-6hdEGDCiRGHFBBj8tCMkhICNWE,subpremise,11354,"38-08 Union Street, 5A, Queens, NY",1,OK
954,"745 61st St 1st Floor, Brooklyn, NY 11220, USA",40.63570740000001,-74.0110842,ROOFTOP,Ei43NDUgNjFzdCBTdCAxc3QgRmxvb3IsIEJyb29rbHluLCBOWSAxMTIyMCwgVVNBIiUaIwoWChQKEgkBkqbfS0XCiRHQrzFQID7eBRIJMXN0IEZsb29y,subpremise,11220,"745 61st Street, 1st Floor, Brooklyn, NY",1,OK
955,"222-15 Northern Blvd Lobby A, Bayside, NY 11361, USA",40.7622256,-73.7590476,ROOFTOP,EjQyMjItMTUgTm9ydGhlcm4gQmx2ZCBMb2JieSBBLCBCYXlzaWRlLCBOWSAxMTM2MSwgVVNBIiMaIQoWChQKEgmZt6hQ_WHCiRFGobAbVie93BIHTG9iYnkgQQ,subpremise,11361,"222-15 Northern Blvd, Lobby A, Queens, NY",1,OK
956,"92-04 Corona Ave., Queens, NY 11373, USA",40.7423288,-73.8720807,ROOFTOP,ChIJJeyvmrNfwokRoANGAX1_4I4,street_address,11373,"92-04 Corona Avenue, Queens, NY",1,OK
957,"36-36 33rd St Suite 311, Queens, NY 11106, USA",40.7549179,-73.92922659999999,ROOFTOP,ChIJceGNYi5fwokRVWqjendhb8s,subpremise,11106,"36-36 33rd Street, Suite 311, Queens, NY",1,OK
958,"1434 Williamsbridge Rd, Bronx, NY 10461, USA",40.8430217,-73.8445693,ROOFTOP,ChIJ09NuibL0wokR22cXj8eNzBc,premise,10461,"1434 Williamsbridge Road, Bronx, NY",1,OK
959,"1550 University Ave, Bronx, NY 10452, USA",40.8460115,-73.9212581,ROOFTOP,ChIJzxcUYj30wokRWIoFgt46p20,street_address,10452,"1550 University Avenue, Bronx, NY",1,OK
960,"2720 White Plains Rd, Bronx, NY 10467, USA",40.866095,-73.86709379999999,ROOFTOP,ChIJX4aqw2fzwokRQ_LyAF5wJqs,street_address,10467,"2720 White Plains Road, Bronx, NY",1,OK
961,"2742 3rd Ave., Bronx, NY 10455, USA",40.8141536,-73.9206887,ROOFTOP,ChIJ3fxzmMX1wokRTK7vA63vNUQ,premise,10455,"2742 3rd Avenue, Bronx, NY",1,OK
962,"540 E 138th St, Bronx, NY 10454, USA",40.8067885,-73.9180363,ROOFTOP,ChIJJetQjsH1wokR2aTKNOM51Z4,premise,10454,"540 East 138th Street, Bronx, NY",1,OK
963,"899 Elton Ave, Bronx, NY 10451, USA",40.823986,-73.911822,ROOFTOP,ChIJRxpIrUr0wokRwx9XcnCFhhU,street_address,10451,"899 Elton Avenue, Bronx, NY",1,OK
964,"2116 Bath Ave, Brooklyn, NY 11214, USA",40.5995942,-73.99916390000001,ROOFTOP,ChIJ-9Z25wlFwokRgrfPNQYtsjE,premise,11214,"2116 Bath Avenue, Brooklyn, NY",1,OK
965,"5908 5th Ave, Brooklyn, NY 11220, USA",40.6400175,-74.0160056,ROOFTOP,ChIJo68sPU1FwokRKC3nWKxJ_uA,premise,11220,"5908 5th Ave, Brooklyn, NY",1,OK
966,"136-20 38th Ave #5e, Flushing, NY 11354, USA",40.7609223,-73.8300252,ROOFTOP,EiwxMzYtMjAgMzh0aCBBdmUgIzVlLCBGbHVzaGluZywgTlkgMTEzNTQsIFVTQSIeGhwKFgoUChIJzU1XKhBgwokRXxN8AWzlpw8SAjVl,subpremise,11354,"136-20 38th Avenue, 5E, Queens, NY",1,OK
967,"64-05 Yellowstone Blvd, Forest Hills, NY 11375, USA",40.7322407,-73.8512301,ROOFTOP,ChIJDXsf4TxfwokRwUbkefH-ADk,street_address,11375,"6405 Yellowstone boulevard, Queens, NY",1,OK
968,"217 Grand St #401, New York, NY 10013, USA",40.7186935,-73.9960478,ROOFTOP,ChIJPT7YaohZwokR07G6VG6ly6E,subpremise,10013,"217 Grand Street, Suite 401, Manhattan, NY",1,OK
969,"420 W 23rd St Suite AGF, New York, NY 10011, USA",40.746714,-74.00240029999999,ROOFTOP,ChIJHfg3lblZwokRIaPGIh-prNk,"doctor,establishment,health,point_of_interest",10011,"420 West 23rd Street, Suite AGF, Manhattan, NY",2,OK
970,"68 E 131st St Suite 100, New York, NY 10037, USA",40.808992,-73.93694649999999,ROOFTOP,ChIJq6p6QnX2wokR0nhcEweqcOY,subpremise,10037,"68 East 131st Street, Suite 100, Manhattan, NY",1,OK
971,"130 Avenue P, Brooklyn, NY 11204, USA",40.6076175,-73.9826327,ROOFTOP,ChIJ-ZCEp-JEwokRqpxuacehDcU,street_address,11204,"130 Avenue P, Brooklyn, NY",1,OK
972,"238 Beach 20th St, Far Rockaway, NY 11691, USA",40.59645709999999,-73.7538764,ROOFTOP,ChIJ3SEJga5owokRTF3jPJVbtsQ,premise,11691,"238 Beach 20th Street, Queens, NY",1,OK
973,"1787 Madison Ave #50c, New York, NY 10035, USA",40.8009078,-73.9439615,ROOFTOP,Ei4xNzg3IE1hZGlzb24gQXZlICM1MGMsIE5ldyBZb3JrLCBOWSAxMDAzNSwgVVNBIh8aHQoWChQKEgktgiCyD_bCiREAFb_E6ITrzxIDNTBj,subpremise,10035,"1787 Madison Avenue, Suite 50C, Manhattan, NY",1,OK
974,"179 Jamaica Ave, Brooklyn, NY 11207, USA",40.6800111,-73.89414049999999,ROOFTOP,ChIJGZjS2ktcwokRqCh7ESADEGw,premise,11207,"179 Jamaica Avenue, Brooklyn, NY",1,OK
975,"136-20 38th Ave #5j, Flushing, NY 11354, USA",40.7609223,-73.8300252,ROOFTOP,EiwxMzYtMjAgMzh0aCBBdmUgIzVqLCBGbHVzaGluZywgTlkgMTEzNTQsIFVTQSIeGhwKFgoUChIJzU1XKhBgwokRXxN8AWzlpw8SAjVq,subpremise,11354,"136-20 38th Street, 5J, Queens, NY",1,OK
976,"38-21 Main St #1a, Flushing, NY 11354, USA",40.7604349,-73.8303945,ROOFTOP,EiozOC0yMSBNYWluIFN0ICMxYSwgRmx1c2hpbmcsIE5ZIDExMzU0LCBVU0EiHhocChYKFAoSCfdh8SoOYMKJEcYJHggpXxINEgIxYQ,subpremise,11354,"38-21 Main Street, Suite 1A, Queens, NY",1,OK
977,"1240 Walton Ave #1, Bronx, NY 10452, USA",40.8362428,-73.91830039999999,ROOFTOP,EigxMjQwIFdhbHRvbiBBdmUgIzEsIEJyb254LCBOWSAxMDQ1MiwgVVNBIh0aGwoWChQKEgmddzmKOfTCiRE5qr5LBK3nURIBMQ,subpremise,10452,"1240 Walton Avenue, Suite1, Bronx, NY",1,OK
978,"1727 Amsterdam Ave 1st Floor, New York, NY 10031, USA",40.8254508,-73.9469577,ROOFTOP,EjUxNzI3IEFtc3RlcmRhbSBBdmUgMXN0IEZsb29yLCBOZXcgWW9yaywgTlkgMTAwMzEsIFVTQSIlGiMKFgoUChIJnyH_xXz2wokRIhhhb4GsBE8SCTFzdCBGbG9vcg,subpremise,10031,"1727 Amsterdam Avenue, 1st Floor, Manhattan, NY",1,OK
979,"8778 Bay Pkwy 2nd Fl, Brooklyn, NY 11214, USA",40.598558,-73.9978323,ROOFTOP,ChIJ___PeKdFwokRQXSulWUdzbY,subpremise,11214,"8778 Bay Parkway, 2nd Floor, Brooklyn, NY",1,OK
980,"679 E 138th St, Bronx, NY 10454, USA",40.8055646,-73.9139831,ROOFTOP,ChIJ1z4kP8D1wokRlY47aNbGBtk,street_address,10454,"679 East 138th Street, Bronx, NY",1,OK
981,"11412 Beach Channel Dr #7, Rockaway Park, NY 11694, USA",40.5823225,-73.837007,RANGE_INTERPOLATED,EjcxMTQxMiBCZWFjaCBDaGFubmVsIERyICM3LCBSb2NrYXdheSBQYXJrLCBOWSAxMTY5NCwgVVNBIiEaHwoaEhgKFAoSCZ0OTEcpaMKJEetwHkVITqEBEAwSATc,subpremise,11694,"114-12 Beach Channel Drive, Suite 7, Queens, NY",1,OK
982,"765 52nd St 1st Floor, Brooklyn, NY 11220, USA",40.64049430000001,-74.005281,ROOFTOP,Ei43NjUgNTJuZCBTdCAxc3QgRmxvb3IsIEJyb29rbHluLCBOWSAxMTIyMCwgVVNBIiUaIwoWChQKEgld2gG8ylrCiRGsKL7_Wo5tChIJMXN0IEZsb29y,subpremise,11220,"765 52nd Street, 1st Floor, Brooklyn, NY",1,OK
983,"355 Ovington Ave STE 202, Brooklyn, NY 11209, USA",40.6344607,-74.02469669999999,ROOFTOP,ChIJCU8CL1dFwokRJJ_-72IJb9c,subpremise,11209,"355 Ovington Ave, Suite 202, Brooklyn, NY",1,OK
984,"34 E 72nd St, New York, NY 10021, USA",40.7713356,-73.965006,ROOFTOP,ChIJsXcFXOtYwokRFPiIjugX0F8,street_address,10021,"34 E 72nd ST, Manhattan, NY",1,OK
985,"1343 55th St, Brooklyn, NY 11219, USA",40.6311497,-73.9943317,ROOFTOP,ChIJWwA_Ly5FwokRvWRI9PA8LMU,premise,11219,"1343 55th Street, Brooklyn, NY",1,OK
986,"4 Chase, MetroTech Center, Brooklyn, NY 11245, USA",40.6931626,-73.9836502,GEOMETRIC_CENTER,ChIJw68iA7NbwokRBHWGLRormD4,"atm,bank,establishment,finance,point_of_interest",11245,"4 MetroTech Center, Street Level Retail - Next to Chase Branch, Brooklyn, NY",1,OK
987,"2298 Frederick Douglass Blvd, New York, NY 10027, USA",40.8092122,-73.9515152,ROOFTOP,ChIJk52XOhP2wokRIbcxiYmmsYA,street_address,10027,"2298 Frederick Douglass Blvd, Manhattan, NY",1,OK
988,"133-47 Sanford Ave #1h, Flushing, NY 11355, USA",40.756661,-73.8295117,RANGE_INTERPOLATED,Ei8xMzMtNDcgU2FuZm9yZCBBdmUgIzFoLCBGbHVzaGluZywgTlkgMTEzNTUsIFVTQSIiGiAKGhIYChQKEgk57NRwEmDCiRF4LJwE4FhVvxAvEgIxaA,subpremise,11355,"133-47 Sanford Avenue, Suite 1H, Queens, NY",1,OK
989,"585 Schenectady Ave, Brooklyn, NY 11203, USA",40.6599813,-73.93253779999999,ROOFTOP,ChIJX78XIYNcwokRTJ3JMP81gmc,premise,11203,"585 Schenectady Avenue, Brooklyn, NY",1,OK
990,"966 Prospect Ave, Bronx, NY 10459, USA",40.82280350000001,-73.8996662,ROOFTOP,ChIJ642gsFL0wokR-Uxp03LdRxg,premise,10459,"966 Prospect Avenue, Bronx, NY",1,OK
991,"4 Highlawn Ave, Brooklyn, NY 11223, USA",40.6025567,-73.98590039999999,ROOFTOP,ChIJ-78K1ANFwokRkv_a8_zcq70,street_address,11223,"4 Highlawn Avenue, Brooklyn, NY",1,OK
992,"672 Parkside Ave 2nd Floor, Brooklyn, NY 11226, USA",40.6561287,-73.95081689999999,ROOFTOP,ChIJu8HfJ2lbwokRdZcBnnD-Kso,"dentist,doctor,establishment,health,point_of_interest",11226,"672 Parkside Avenue, Second Floor, Brooklyn, NY",1,OK
993,"200 W 13th St, New York, NY 10011, USA",40.7378675,-74.0008189,ROOFTOP,ChIJlTj9AL5ZwokRxib1j3RAPF4,street_address,10011,"200 W 13th Street, Manhattan, NY",1,OK
994,"131 E 76th St, New York, NY 10021, USA",40.7732901,-73.9607108,ROOFTOP,ChIJ2zgLbJVYwokROOpb6MXrs3s,street_address,10021,"131 East 76th Street, Manhattan, NY",1,OK
995,"139 E 57th St 8th Floor, New York, NY 10022, USA",40.76099019999999,-73.9687808,ROOFTOP,ChIJyyy4BeVYwokRtBUnlBHYEQ0,subpremise,10022,"139 East 57th Street, 8th Floor, Manhattan, NY",1,OK
996,"38-08 Union St, Flushing, NY 11354, USA",40.7611905,-73.82775649999999,ROOFTOP,ChIJhfuoXRBgwokRhxQQY_LQjJI,premise,11354,"3808 Union Street, Queens, NY",1,OK
997,"136-20 38th Ave #5c, Flushing, NY 11354, USA",40.7609223,-73.8300252,ROOFTOP,EiwxMzYtMjAgMzh0aCBBdmUgIzVjLCBGbHVzaGluZywgTlkgMTEzNTQsIFVTQSIeGhwKFgoUChIJzU1XKhBgwokRXxN8AWzlpw8SAjVj,subpremise,11354,"136-20 38 Avenue, Suite 5C, Queens, NY",1,OK
998,"84-09 Queens Blvd #1a, Queens, NY 11373, USA",40.7373801,-73.8789336,ROOFTOP,Eiw4NC0wOSBRdWVlbnMgQmx2ZCAjMWEsIFF1ZWVucywgTlkgMTEzNzMsIFVTQSIeGhwKFgoUChIJxbgNXFJewokRCwR7dbQB7WkSAjFh,subpremise,11373,"8409 Queens Boulevard, 1A, Queens, NY",1,OK
